promedio,porcentaje_creditos,nota_asignatura,nota_entrevista,tipo_monitoria,semestre_asignatura,creditos_asignatura,num_postulantes,num_monitores_requeridos,seleccionado,ratio_competencia,puntaje_formula
3.69,56.7,4.36,3.1,biblioteca,5,3,6,4,0,0.6667,3.655
3.77,79.7,4.93,4.64,nee,6,3,5,4,1,0.8,4.466
3.68,76.7,4.29,4.19,nee,6,3,5,4,1,0.8,4.067
4.58,69.8,3.04,4.45,nee,6,3,5,4,1,0.8,4.066
4.58,69.8,3.54,3.52,nee,6,3,5,4,1,0.8,3.844
3.56,33.5,3.33,3.93,nee,6,3,5,4,0,0.8,3.639
4.73,30.9,4.82,4.12,administrativa,6,3,10,1,1,0.1,4.513
4.13,74.1,3.61,4.92,administrativa,6,3,10,1,0,0.1,4.29
3.72,74.4,4.35,4.56,administrativa,6,3,10,1,0,0.1,4.245
4.18,35.5,4.02,4.16,administrativa,6,3,10,1,0,0.1,4.124
4.23,63.3,3.5,4.51,administrativa,6,3,10,1,0,0.1,4.123
4.7,80.7,4.29,3.56,administrativa,6,3,10,1,0,0.1,4.121
4.46,39.5,3.5,3.67,administrativa,6,3,10,1,0,0.1,3.856
3.6,54.0,3.75,3.37,administrativa,6,3,10,1,0,0.1,3.553
3.83,46.2,4.2,2.52,administrativa,6,3,10,1,0,0.1,3.417
3.66,61.9,3.79,2.76,administrativa,6,3,10,1,0,0.1,3.339
4.69,32.4,4.31,4.88,permanencia_graduacion,6,3,8,3,1,0.375,4.652
4.7,90.5,3.11,4.64,permanencia_graduacion,6,3,8,3,1,0.375,4.199
4.09,32.3,4.37,3.7,permanencia_graduacion,6,3,8,3,1,0.375,4.018
4.94,65.9,4.3,2.97,permanencia_graduacion,6,3,8,3,0,0.375,3.96
3.59,72.1,4.62,3.51,permanencia_graduacion,6,3,8,3,0,0.375,3.867
4.74,69.8,3.65,3.19,permanencia_graduacion,6,3,8,3,0,0.375,3.793
4.52,73.5,3.67,3.19,permanencia_graduacion,6,3,8,3,0,0.375,3.733
3.98,83.9,4.03,3.1,permanencia_graduacion,6,3,8,3,0,0.375,3.643
4.63,83.0,4.31,4.99,permanencia_graduacion,4,4,3,2,1,0.6667,4.678
4.31,93.3,3.52,3.55,permanencia_graduacion,4,4,3,2,1,0.6667,3.769
4.58,52.4,3.78,2.59,permanencia_graduacion,4,4,3,2,0,0.6667,3.544
3.89,68.2,4.68,4.69,academica,4,3,8,2,1,0.25,4.447
4.2,55.6,4.62,4.41,academica,4,3,8,2,1,0.25,4.41
4.07,33.3,4.81,4.18,academica,4,3,8,2,0,0.25,4.336
4.2,55.6,4.07,4.46,academica,4,3,8,2,0,0.25,4.265
3.64,46.0,4.01,4.61,academica,4,3,8,2,0,0.25,4.139
4.18,32.9,4.45,3.06,academica,4,3,8,2,0,0.25,3.813
4.92,59.2,3.36,2.74,academica,4,3,8,2,0,0.25,3.58
4.41,61.5,3.26,3.15,academica,4,3,8,2,0,0.25,3.561
4.99,65.2,4.77,3.43,academica_cursos,6,3,5,3,1,0.6,4.3
3.99,62.6,4.74,3.55,academica_cursos,6,3,5,3,1,0.6,4.039
4.36,50.5,4.17,3.66,academica_cursos,6,3,5,3,1,0.6,4.023
4.7,84.7,3.44,3.06,academica_cursos,6,3,5,3,0,0.6,3.666
4.61,76.0,3.24,2.63,academica_cursos,6,3,5,3,0,0.6,3.407
3.85,92.6,4.14,4.77,investigacion,3,4,10,1,1,0.1,4.305
4.47,63.1,4.78,3.75,investigacion,3,4,10,1,0,0.1,4.275
3.57,59.3,4.43,4.45,investigacion,3,4,10,1,0,0.1,4.18
4.75,74.4,3.35,4.09,investigacion,3,4,10,1,0,0.1,4.066
3.83,46.2,3.98,4.08,investigacion,3,4,10,1,0,0.1,3.975
3.81,89.5,4.73,3.45,investigacion,3,4,10,1,0,0.1,3.942
4.8,53.2,3.92,3.29,investigacion,3,4,10,1,0,0.1,3.932
4.23,63.3,4.71,2.84,investigacion,3,4,10,1,0,0.1,3.818
3.85,39.3,3.4,3.52,investigacion,3,4,10,1,0,0.1,3.583
4.7,84.7,3.6,2.64,investigacion,3,4,10,1,0,0.1,3.546
4.94,54.6,4.9,4.73,nee,6,4,9,4,1,0.4444,4.844
3.71,71.6,4.57,4.45,nee,6,4,9,4,1,0.4444,4.264
4.09,32.3,4.51,3.83,nee,6,4,9,4,1,0.4444,4.112
3.72,74.4,4.07,4.33,nee,6,4,9,4,1,0.4444,4.069
3.99,67.4,3.42,4.43,nee,6,4,9,4,0,0.4444,3.995
4.21,36.0,3.86,3.57,nee,6,4,9,4,0,0.4444,3.849
4.56,89.9,4.15,2.9,nee,6,4,9,4,0,0.4444,3.773
3.69,32.0,3.26,3.58,nee,6,4,9,4,0,0.4444,3.517
3.67,47.4,3.95,2.51,nee,6,4,9,4,0,0.4444,3.29
4.07,33.3,4.9,3.64,nee,5,4,6,1,1,0.1667,4.147
3.56,33.5,3.45,4.69,nee,5,4,6,1,0,0.1667,3.979
3.64,67.2,4.04,3.81,nee,5,4,6,1,0,0.1667,3.828
3.81,48.8,4.01,3.27,nee,5,4,6,1,0,0.1667,3.654
4.3,74.5,3.62,2.76,nee,5,4,6,1,0,0.1667,3.48
4.69,32.4,3.13,2.61,nee,5,4,6,1,0,0.1667,3.39
4.32,67.2,4.81,4.53,deportiva,3,4,8,2,1,0.25,4.551
4.02,39.9,4.99,3.73,deportiva,3,4,8,2,1,0.25,4.195
4.53,42.8,3.25,4.28,deportiva,3,4,8,2,0,0.25,4.046
4.22,88.5,4.58,3.44,deportiva,3,4,8,2,0,0.25,4.016
3.85,51.1,4.97,3.03,deportiva,3,4,8,2,0,0.25,3.858
3.99,90.8,4.5,2.91,deportiva,3,4,8,2,0,0.25,3.711
4.03,50.2,3.04,3.76,deportiva,3,4,8,2,0,0.25,3.625
3.85,39.3,3.04,3.06,deportiva,3,4,8,2,0,0.25,3.291
4.53,56.8,4.8,3.78,investigacion,3,3,12,3,1,0.25,4.311
4.89,94.6,4.4,3.55,investigacion,3,3,12,3,1,0.25,4.207
4.08,38.5,4.25,3.98,investigacion,3,3,12,3,1,0.25,4.091
4.97,64.4,4.4,3.01,investigacion,3,3,12,3,0,0.25,4.015
3.67,47.4,4.04,4.06,investigacion,3,3,12,3,0,0.25,3.937
4.99,53.3,3.84,2.75,investigacion,3,3,12,3,0,0.25,3.749
3.67,47.4,4.24,3.21,investigacion,3,3,12,3,0,0.25,3.657
4.02,39.9,4.67,2.62,investigacion,3,3,12,3,0,0.25,3.655
4.13,75.4,3.23,3.61,investigacion,3,3,12,3,0,0.25,3.652
4.7,74.2,3.25,3.13,investigacion,3,3,12,3,0,0.25,3.637
4.09,41.0,4.37,2.52,investigacion,3,3,12,3,0,0.25,3.546
3.96,45.1,3.1,2.77,investigacion,3,3,12,3,0,0.25,3.226
3.81,48.3,4.81,4.59,administrativa,4,3,10,1,1,0.1,4.422
4.85,67.6,4.87,3.33,administrativa,4,3,10,1,0,0.1,4.248
4.03,50.2,3.4,4.26,administrativa,4,3,10,1,0,0.1,3.933
4.92,83.1,3.99,3.02,administrativa,4,3,10,1,0,0.1,3.881
4.45,55.1,4.34,2.87,administrativa,4,3,10,1,0,0.1,3.785
3.99,67.4,3.53,3.81,administrativa,4,3,10,1,0,0.1,3.78
3.97,57.7,3.01,4.18,administrativa,4,3,10,1,0,0.1,3.766
4.12,87.2,3.18,3.78,administrativa,4,3,10,1,0,0.1,3.702
4.16,38.1,3.4,3.0,administrativa,4,3,10,1,0,0.1,3.468
3.84,74.8,3.59,2.6,administrativa,4,3,10,1,0,0.1,3.269
4.63,61.0,4.7,4.73,academica,6,3,7,1,1,0.1429,4.691
4.35,54.7,4.75,4.63,academica,6,3,7,1,0,0.1429,4.582
4.95,52.1,4.29,3.64,academica,6,3,7,1,0,0.1429,4.228
4.53,71.4,3.72,4.19,academica,6,3,7,1,0,0.1429,4.151
4.62,79.9,3.1,4.53,academica,6,3,7,1,0,0.1429,4.128
4.26,33.0,4.95,3.16,academica,6,3,7,1,0,0.1429,4.027
4.14,43.6,3.85,2.79,academica,6,3,7,1,0,0.1429,3.513
4.53,57.3,4.47,3.43,nee,2,4,5,2,1,0.4,4.072
4.92,78.4,3.8,3.64,nee,2,4,5,2,1,0.4,4.072
3.59,72.1,3.66,4.74,nee,2,4,5,2,0,0.4,4.071
4.23,64.9,4.91,3.17,nee,2,4,5,2,0,0.4,4.01
4.16,79.8,3.69,2.78,nee,2,4,5,2,0,0.4,3.467
4.76,56.4,4.68,4.93,deportiva,2,4,11,4,1,0.3636,4.804
4.63,83.0,4.3,4.49,deportiva,2,4,11,4,1,0.3636,4.475
4.78,84.0,3.26,4.8,deportiva,2,4,11,4,1,0.3636,4.332
3.84,92.7,4.18,4.51,deportiva,2,4,11,4,1,0.3636,4.21
3.85,51.1,3.12,4.86,deportiva,2,4,11,4,0,0.3636,4.035
3.91,77.4,3.23,4.24,deportiva,2,4,11,4,0,0.3636,3.838
4.47,30.7,4.36,2.95,deportiva,2,4,11,4,0,0.3636,3.829
3.85,51.1,3.06,4.21,deportiva,2,4,11,4,0,0.3636,3.757
4.07,65.2,3.76,3.4,deportiva,2,4,11,4,0,0.3636,3.709
3.83,46.2,3.32,3.54,deportiva,2,4,11,4,0,0.3636,3.561
3.74,30.7,3.23,3.53,deportiva,2,4,11,4,0,0.3636,3.503
4.88,82.7,3.45,4.89,nee,5,4,7,1,1,0.1429,4.455
4.58,31.8,3.87,4.32,nee,5,4,7,1,0,0.1429,4.263
3.96,64.0,4.49,4.31,nee,5,4,7,1,0,0.1429,4.259
4.34,67.5,4.74,3.81,nee,5,4,7,1,0,0.1429,4.248
4.25,75.2,4.75,3.8,nee,5,4,7,1,0,0.1429,4.22
4.12,82.4,4.38,4.05,nee,5,4,7,1,0,0.1429,4.17
4.18,32.9,4.31,2.53,nee,5,4,7,1,0,0.1429,3.559
4.89,38.6,4.78,4.03,cultural,4,3,10,3,1,0.3,4.513
4.92,83.1,3.02,4.84,cultural,4,3,10,3,1,0.3,4.318
4.09,32.3,3.76,4.54,cultural,4,3,10,3,1,0.3,4.171
4.67,37.9,4.01,3.88,cultural,4,3,10,3,0,0.3,4.156
4.38,68.8,3.3,4.57,cultural,4,3,10,3,0,0.3,4.132
4.05,61.8,4.01,3.67,cultural,4,3,10,3,0,0.3,3.886
3.85,72.0,4.5,3.3,cultural,4,3,10,3,0,0.3,3.825
3.89,68.2,3.16,3.61,cultural,4,3,10,3,0,0.3,3.559
3.85,92.6,3.66,3.2,cultural,4,3,10,3,0,0.3,3.533
3.85,51.1,3.99,2.91,cultural,4,3,10,3,0,0.3,3.516
3.85,72.0,4.21,4.05,acreditacion,5,3,6,4,1,0.6667,4.038
4.34,67.5,3.82,3.89,acreditacion,5,3,6,4,1,0.6667,4.004
3.72,44.7,4.71,3.62,acreditacion,5,3,6,4,1,0.6667,3.977
5.0,39.7,4.31,2.76,acreditacion,5,3,6,4,1,0.6667,3.897
3.99,90.8,3.24,3.74,acreditacion,5,3,6,4,0,0.6667,3.665
4.33,92.1,3.0,2.73,acreditacion,5,3,6,4,0,0.6667,3.291
3.87,61.3,4.66,4.91,tic,4,3,10,2,1,0.2,4.523
4.53,32.7,3.91,3.9,tic,4,3,10,2,1,0.2,4.092
3.6,59.3,4.31,4.29,tic,4,3,10,2,0,0.2,4.089
4.48,45.9,3.23,4.4,tic,4,3,10,2,0,0.2,4.073
3.71,30.2,4.9,3.41,tic,4,3,10,2,0,0.2,3.947
4.89,94.6,4.4,2.61,tic,4,3,10,2,0,0.2,3.831
4.1,46.1,3.58,3.8,tic,4,3,10,2,0,0.2,3.824
3.56,49.7,4.24,3.68,tic,4,3,10,2,0,0.2,3.812
4.52,76.0,3.44,3.35,tic,4,3,10,2,0,0.2,3.728
4.07,65.2,3.11,3.06,tic,4,3,10,2,0,0.2,3.378
4.68,47.7,4.64,4.36,academica_cursos,5,4,7,4,1,0.5714,4.54
4.86,45.6,3.68,4.39,academica_cursos,5,4,7,4,1,0.5714,4.318
4.95,55.6,4.65,2.98,academica_cursos,5,4,7,4,1,0.5714,4.072
4.61,76.0,4.7,3.04,academica_cursos,5,4,7,4,1,0.5714,4.009
4.54,58.3,3.82,3.14,academica_cursos,5,4,7,4,0,0.5714,3.764
3.96,45.1,3.09,4.08,academica_cursos,5,4,7,4,0,0.5714,3.747
4.52,76.0,3.39,2.8,academica_cursos,5,4,7,4,0,0.5714,3.493
4.52,72.0,4.17,4.81,investigacion,6,3,10,1,1,0.1,4.531
4.67,51.7,3.64,4.7,investigacion,6,3,10,1,0,0.1,4.373
3.55,33.7,4.56,4.78,investigacion,6,3,10,1,0,0.1,4.345
3.84,33.3,4.01,4.91,investigacion,6,3,10,1,0,0.1,4.319
4.7,90.5,4.32,4.02,investigacion,6,3,10,1,0,0.1,4.314
4.94,57.0,3.01,4.34,investigacion,6,3,10,1,0,0.1,4.121
4.45,53.6,3.91,3.97,investigacion,6,3,10,1,0,0.1,4.096
4.49,83.2,4.11,3.58,investigacion,6,3,10,1,0,0.1,4.012
4.23,36.0,4.38,2.93,investigacion,6,3,10,1,0,0.1,3.755
3.64,67.2,4.63,2.76,investigacion,6,3,10,1,0,0.1,3.585
4.56,51.0,3.63,4.34,deportiva,6,3,7,2,1,0.2857,4.193
3.99,67.4,4.69,3.87,deportiva,6,3,7,2,1,0.2857,4.152
3.6,69.4,4.77,3.78,deportiva,6,3,7,2,0,0.2857,4.023
3.6,69.4,3.59,4.51,deportiva,6,3,7,2,0,0.2857,3.961
4.18,32.9,3.28,4.01,deportiva,6,3,7,2,0,0.2857,3.842
4.37,58.4,3.8,3.36,deportiva,6,3,7,2,0,0.2857,3.795
3.84,92.7,4.11,3.04,deportiva,6,3,7,2,0,0.2857,3.601
4.45,53.6,4.42,4.94,laboratorios,4,3,9,3,1,0.3333,4.637
4.56,89.9,4.17,4.86,laboratorios,4,3,9,3,1,0.3333,4.563
5.0,94.7,4.52,3.91,laboratorios,4,3,9,3,1,0.3333,4.42
4.65,31.1,4.27,4.28,laboratorios,4,3,9,3,0,0.3333,4.388
4.73,30.9,4.79,3.83,laboratorios,4,3,9,3,0,0.3333,4.388
3.97,94.9,4.42,4.19,laboratorios,4,3,9,3,0,0.3333,4.193
4.94,65.9,4.84,2.83,laboratorios,4,3,9,3,0,0.3333,4.066
3.85,71.2,4.75,3.56,laboratorios,4,3,9,3,0,0.3333,4.004
4.7,90.5,3.36,3.86,laboratorios,4,3,9,3,0,0.3333,3.962
3.55,73.5,4.57,4.96,nee,4,3,3,1,1,0.3333,4.42
4.74,73.2,3.11,3.17,nee,4,3,3,1,0,0.3333,3.623
3.83,87.6,3.76,2.63,nee,4,3,3,1,0,0.3333,3.329
4.55,92.0,4.48,4.66,investigacion,4,3,6,3,1,0.5,4.573
4.88,82.7,4.68,4.23,investigacion,4,3,6,3,1,0.5,4.56
4.97,64.4,4.48,3.9,investigacion,4,3,6,3,1,0.5,4.395
5.0,81.1,3.59,4.38,investigacion,4,3,6,3,0,0.5,4.329
3.56,33.5,3.2,4.67,investigacion,4,3,6,3,0,0.5,3.896
3.56,84.8,3.06,4.54,investigacion,4,3,6,3,0,0.5,3.802
